relictMORE.0.0001	relictMORE.0.001	relictMORE.0.01	nonrelictMORE.0.0001	nonrelictMORE.0.001	nonrelictMORE.0.01
background366	-0.00178719	0.05706995	0.0681645	0.0980548	0.1189025	0.100543
background367	0.0484379	0.0699731	0.0610478	0.073501	0.1156195	0.10259
background368	0.00873066	0.09841545	0.0663408	0.161782	0.1248205	0.1032345
background369	0.0923469	0.05890095	0.0632296	0.115181	0.117651	0.1003015
background370	0.070706	0.0704714	0.0616075	0.107035	0.134808	0.0976686
background371	0.104211	0.07299555	0.0749294	0.0612928	0.126956	0.1100115
background372	0.0933981	0.0732781	0.0606761	0.171898	0.1139675	0.1097525
background373	0.049277	0.09290615	0.067264	0.123466	0.1119655	0.100444
background374	0.123385	0.08297005	0.0673727	0.165985	0.1015555	0.105415
background375	0.130006	0.0908556	0.0569617	0.0710953	0.103432	0.0989905
background376	0.0349664	0.0943435	0.0718548	0.132453	0.1141785	0.102041
background377	0.0227062	0.0961603	0.0634477	0.185238	0.1003253	0.0970558
background378	0.0269957	0.108632	0.0590206	0.122593	0.09821595	0.103258
background379	0.0179497	0.07927505	0.0711402	0.206826	0.113854	0.1031545
background380	0.104211	0.10006275	0.0641496	0.108426	0.1248355	0.0972484
background381	0.125108	0.07626735	0.0690839	0.0853885	0.1144885	0.09331215
background382	0.0225134	0.09017705	0.0606761	0.122101	0.1171045	0.101816
background383	-0.00105215	0.09905785	0.0634386	0.0941045	0.1139995	0.100069
background384	0.0626357	0.0870532	0.0697474	0.109721	0.13042	0.09915735
background385	0.0105593	0.0712899	0.0626357	0.138386	0.1181725	0.104071
background386	0.0118258	0.0686091	0.0676824	0.125081	0.1202475	0.0899054
background387	0.0848789	0.05503135	0.065113	0.159068	0.1043585	0.09847525
background388	0.0868767	0.09386545	0.0688924	0.1146	0.122286	0.0920914
background389	0.0616075	0.09653555	0.0644234	0.17617	0.122483	0.09995655
background390	0.189753	0.07858145	0.0622463	0.169785	0.1038435	0.102669
background391	0.120335	0.1037195	0.0616075	0.0834628	0.1073	0.0971471
background392	0.137843	0.0631636	0.0622173	0.0967485	0.1024035	0.09556635
background393	0.0196078	0.10032485	0.0594388	0.135526	0.120224	0.1045625
background394	0.0210253	0.0844479	0.0616075	0.0894915	0.1119045	0.101003
background395	0.052315	0.0885295	0.0704632	0.116839	0.128734	0.100106
background396	0.057427	0.06718535	0.0578285	0.160102	0.1102275	0.09815875
background397	0.0362812	0.0487673	0.0644362	0.0800737	0.144402	0.102914
background398	0.028305	0.07658405	0.0616075	0.136253	0.0964143	0.1054185
background399	0.0910158	0.09362	0.0670696	0.108605	0.099745	0.095334
background400	0.0702878	0.06091835	0.0718548	0.146629	0.1071885	0.1094885
background401	-0.00434092	0.0928265	0.0670696	0.181079	0.1468655	0.0997914
background402	0.0892678	0.08825155	0.0591137	0.141525	0.1063795	0.09901865
background403	0.103653	0.08363425	0.0651554	0.110532	0.104908	0.095334
background404	0.0673727	0.08359495	0.0628016	0.164542	0.1368895	0.102041
background405	0.107699	0.07071815	0.0628984	0.218366	0.1342085	0.103071
background406	0.1146	0.0754312	0.0698672	0.0971817	0.1093915	0.1045935
background407	0.120596	0.101174	0.0702878	0.114607	0.0930834	0.100976
background408	0.12774	0.0507577	0.0700535	0.0584169	0.1188385	0.0913757
background409	0.0509167	0.0876101	0.0616075	0.0842754	0.1077475	0.1045255
background410	0.155816	0.09705175	0.0643734	0.155361	0.0958325	0.1007775
background411	0.00681248	0.1182835	0.0675287	0.102748	0.1239095	0.0992439
background412	0.0263951	0.0797458	0.0633139	0.193269	0.1106595	0.1049795
background413	0.123466	0.0487095	0.0649898	0.190145	0.1336935	0.098464
background414	0.12774	0.07062355	0.0612262	0.172279	0.0963515	0.1028385
background415	0.104523	0.08031575	0.0681829	0.120041	0.1418815	0.10259
background416	0.0411099	0.05086385	0.0698672	0.071743	0.102261	0.09311355
background417	0.1758	0.07219995	0.0639867	0.178525	0.1014485	0.101607
background418	0.0566978	0.09567415	0.0666419	0.105534	0.1022155	0.1014605
background419	0.133679	0.07583635	0.0602737	0.123489	0.1331465	0.0985412
background420	0.0902518	0.0710743	0.0627621	0.177913	0.127477	0.1025235
background421	0.110532	0.0830208	0.0684233	0.161618	0.1107045	0.1030765
background422	0.0308595	0.08061175	0.0625065	0.110532	0.1118065	0.1053095
background423	0.107904	0.09552625	0.0674603	0.0885827	0.117407	0.1020495
background424	0.0236954	0.07870315	0.059015	0.149308	0.105983	0.1018825
background425	0.128032	0.06542615	0.0633714	0.172312	0.113918	0.1007515
background426	0.0381911	0.07905055	0.0704741	0.164516	0.101967	0.10259
background427	0.00748986	0.0858459	0.065113	0.144316	0.1307605	0.102669
background428	0.099259	0.09257425	0.0681744	0.140737	0.0874593	0.09378535
background429	0.0401151	0.09390015	0.0620241	0.0977099	0.1060725	0.09964575
background430	0.03454	0.07046675	0.0575302	0.122538	0.119772	0.1031415
background431	0.074424	0.0628565	0.0654545	0.0933077	0.1070745	0.106348
background432	0.00129844	0.07544695	0.0616075	0.153432	0.127731	0.104183
background433	0.0194494	0.07020275	0.0626357	0.1062	0.1129915	0.10047
background434	0.0327063	0.0661302	0.0681829	0.153473	0.09904415	0.0979664
background435	0.00641914	0.0847117	0.0677097	0.126651	0.113661	0.10047
background436	0.00252775	0.0654055	0.0586402	0.0810661	0.1391965	0.1020205
background437	0.180135	0.07727875	0.0604909	0.149576	0.1127165	0.10259
background438	0.0678822	0.07020275	0.069498	0.0771691	0.1216665	0.10047
background439	0.0616075	0.0955403	0.0587834	0.139837	0.1474385	0.10047
background440	0.130006	0.0796772	0.0568287	0.199868	0.107447	0.09895885
background441	0.162634	0.1113925	0.0750347	0.176692	0.1187575	0.1037535
background442	0.0394031	0.1042365	0.0642429	0.17728	0.1129185	0.10118
background443	0.0591865	0.08074365	0.0615227	0.117711	0.1084755	0.09530785
background444	0.0601601	0.0731437	0.0643421	0.126946	0.1146745	0.0957624
background445	0.00505615	0.0903547	0.0593135	0.139471	0.112623	0.1005555
background446	0.0329981	0.084805	0.0677648	0.101722	0.0925819	0.09988625
background447	0.123792	0.08412495	0.0646856	0.138878	0.09412195	0.10259
background448	0.022883	0.07864505	0.0653084	0.14167	0.113928	0.0977099
background449	0.083912	0.070592	0.0738378	0.118157	0.0927893	0.1028895
background450	0.112245	0.09976185	0.069498	0.0648805	0.0815476	0.1026235
background451	0.0657759	0.09542845	0.072489	0.147618	0.1120055	0.0950828
background452	0.0767254	0.0907086	0.0621116	0.116895	0.129658	0.0955569
background453	0.104156	0.074801	0.0633084	0.0833267	0.128673	0.1018885
background454	0.119347	0.0888932	0.0626357	0.143556	0.1090075	0.10259
background455	0.0367619	0.0665425	0.0686082	0.0964188	0.0876956	0.104239
background456	0.133316	0.07231065	0.0636915	0.125732	0.119293	0.10259
background457	0.0762654	0.0582521	0.0575364	0.11256	0.09766425	0.09954625
background458	0.0616075	0.06126965	0.0610706	0.120596	0.1269685	0.10019875
background459	0.0498514	0.058353	0.0612245	0.11635	0.112303	0.101793
background460	0.0159885	0.09736175	0.0681829	0.0913259	0.137844	0.1013175
background461	0.0214544	0.0893906	0.0670696	0.174676	0.116004	0.0997831
background462	0.0910984	0.0821163	0.0693482	0.111758	0.109633	0.09987225
background463	0.0602292	0.1104105	0.0616075	0.124472	0.1307	0.1021025
background464	0.0758202	0.09678175	0.0616075	0.142946	0.11528	0.101173
background465	0.0421878	0.09742865	0.0612982	0.142575	0.07376735	0.1000114
background466	0.00321222	0.0813774	0.0633641	0.0905919	0.104056	0.1031215
background467	0.110509	0.086868	0.0680104	0.177083	0.116107	0.101957
background468	0.0637005	0.1118145	0.0568287	0.0684315	0.138717	0.09968565
background469	0.145154	0.100619	0.0626357	0.180001	0.1214195	0.0978762
background470	0.0258385	0.0949165	0.0702878	0.100685	0.124206	0.1046325
background471	0.0601415	0.08570275	0.0612938	0.137062	0.09859335	0.09987605
background472	0.0324285	0.0706851	0.0625	0.0318192	0.1208635	0.1005215
background473	0.10259	0.0830047	0.0711243	0.0726495	0.1215385	0.100868
background474	0.0483911	0.0918353	0.0639224	0.118309	0.1026675	0.096831
background475	0.00711313	0.0692699	0.0603022	0.170123	0.130428	0.1030795
background476	0.0178571	0.08519465	0.0658199	0.175208	0.114519	0.1025195
background477	0.0184431	0.0745607	0.0608403	0.173565	0.0884058	0.102039
background478	0.0724669	0.0667713	0.0552544	0.141355	0.1149755	0.0975954
background479	0.0480341	0.0714219	0.0702878	0.213794	0.1009295	0.1016065
background480	0.013668	0.0864665	0.0714286	0.159008	0.1240215	0.102896
background481	0.0337263	0.09598125	0.0710652	0.069498	0.1022245	0.0992789
background482	0.10905	0.07428365	0.0668143	0.118688	0.117245	0.1016545
background483	0.0213023	0.07301745	0.0622463	0.198431	0.1451225	0.0956805
background484	0.137931	0.0761	0.0679232	0.135019	0.1405605	0.10047
background485	0.130401	0.09935755	0.0670696	0.0704816	0.12187	0.104243
background486	0.0772793	0.0838171	0.0681744	0.206214	0.1173945	0.09757835
background487	0.0702878	0.06809265	0.0703746	0.121191	0.1349465	0.1007445
background488	0.0725354	0.07389465	0.0670696	0.13066	0.1247025	0.09591795
background489	0.0559453	0.1258285	0.0616075	0.131515	0.1113885	0.0977099
background490	0.0120387	0.1061285	0.0626327	0.114002	0.0967808	0.09809015
background491	-0.000203092	0.0831272	0.0721099	0.102869	0.09400015	0.101723
background492	0.0904079	0.07744485	0.0670696	0.140726	0.1102345	0.0990786
background493	0.0351222	0.0930667	0.0616075	0.170015	0.1403575	0.1028205
background494	0.0923461	0.092363	0.0681744	0.113195	0.1116825	0.09730205
background495	0.0314312	0.0907473	0.0580368	0.104738	0.1176915	0.0984546
background496	0.0282352	0.08519545	0.0685092	0.150965	0.123883	0.100765
background497	0.0803474	0.101324	0.0602292	0.138726	0.115441	0.103904
background498	-0.00681437	0.07373185	0.0636915	0.181381	0.1198355	0.100937
background499	0.0995533	0.085747	0.0653084	0.229174	0.111333	0.1034315
background500	0.118157	0.0846194	0.0716638	0.0381343	0.1186395	0.104252
background501	0.107699	0.0768018	0.0623324	0.112833	0.099259	0.09902065
background502	0.0508927	0.0938207	0.0699724	0.148124	0.1212815	0.0939848
background503	0.0826528	0.07214915	0.0689937	0.181655	0.1168425	0.1052375
background504	0.00873066	0.09179845	0.0643025	0.168057	0.121057	0.09558915
background505	0.180998	0.05878455	0.0666667	0.164321	0.1168395	0.101641
background506	0.117522	0.0760718	0.0602292	0.0461029	0.114635	0.102462
background507	0.0914201	0.1015495	0.0630046	0.155707	0.0974781	0.099259
background508	0.113151	0.09634135	0.0621029	0.122588	0.1107425	0.1020695
background509	0.120104	0.0418533	0.0621899	0.114487	0.1342505	0.105314
background510	0.0282297	0.0987609	0.0636915	0.0971334	0.110848	0.09309405
background511	0.110532	0.08778705	0.0667833	0.0887207	0.125436	0.1026395
background512	0.0978161	0.0614402	0.0707731	0.106439	0.108335	0.1080125
background513	0.0308595	0.08682395	0.0634945	0.10311	0.115848	0.1023325
background514	0.143123	0.08433825	0.0654853	0.108516	0.121729	0.10146
background515	-0.00227077	0.07570335	0.0609871	0.0887207	0.101445	0.09759895
background516	0.0903319	0.07023065	0.0647761	0.163828	0.1326785	0.1044795
background517	0.164033	0.08930265	0.0616075	0.218366	0.104661	0.1030125
background518	0.0579417	0.0539853	0.0640057	0.050161	0.1288365	0.09795995
background519	0.107932	0.09645645	0.0626357	0.132862	0.1075675	0.09588935
background520	0.105911	0.06456425	0.0626357	0.177647	0.124104	0.102611
background521	0.0140687	0.06098565	0.0696168	0.127497	0.1130775	0.10047
background522	0.0725451	0.055408	0.0609773	0.136679	0.111178	0.0974674
background523	0.0134508	0.09472415	0.0646856	0.164746	0.0998645	0.09523335
background524	0.0715054	0.088725	0.0737542	0.121836	0.129318	0.09707535
background525	0.0222999	0.0714505	0.0633084	0.171525	0.130489	0.09852655
background526	0.0547038	0.0506577	0.0633641	0.0452604	0.11262	0.101947
background527	0.0849984	0.0893124	0.065077	0.199835	0.1364895	0.09908225
background528	0.120596	0.07263745	0.0673727	0.167911	0.153057	0.0952826
background529	0.114524	0.1145205	0.0616075	0.160823	0.1150385	0.09258465
background530	0.0999275	0.1030095	0.0718548	0.0933607	0.106933	0.104762
background531	0.0676127	0.0904079	0.0627804	0.128652	0.1112665	0.09810665
background532	-0.00233173	0.0936529	0.0639224	0.170579	0.105797	0.09385685
background533	0.122005	0.0860785	0.0624626	0.136614	0.1132555	0.1003655
background534	-0.00010102	0.0924117	0.0711649	0.199891	0.1143535	0.101333
background535	0.00233749	0.0735019	0.0605594	0.220896	0.1083415	0.1034025
background536	0.151837	0.0947252	0.0616403	0.133643	0.109791	0.09272195
background537	0.0390463	0.07555275	0.0650439	0.124829	0.102261	0.1094105
background538	0.120596	0.0761301	0.0633084	0.107932	0.14454	0.0977099
background539	0.113549	0.06808915	0.0622862	0.0874907	0.136591	0.1020175
background540	0.099417	0.09563375	0.0673727	0.125145	0.0809975	0.1076095
background541	0.0183765	0.07391305	0.0685571	0.0378127	0.114461	0.10259
background542	0.180998	0.07785345	0.0690222	0.131816	0.1138	0.09695635
background543	0.0272544	0.07834595	0.0553667	0.134665	0.1262275	0.09794675
background544	0.0102041	0.1101995	0.0659759	0.140737	0.113562	0.100708
background545	0.0245993	0.08801375	0.0638029	0.0979656	0.12926	0.102061
background546	0.000207195	0.07483635	0.0632956	0.149696	0.128043	0.1042795
background547	0.0462986	0.09594475	0.0658838	0.106162	0.1335065	0.1032935
background548	0.00909568	0.08626605	0.0670696	0.106594	0.1076035	0.0876469
background549	0.0107923	0.06207	0.0615338	0.138219	0.107566	0.095418
background550	-0.00993584	0.0990204	0.063562	0.166878	0.09900645	0.09576335
background551	0.105208	0.0643019	0.0633084	0.123617	0.12341	0.09942755
background552	0.0718548	0.1017555	0.063267	0.0813622	0.106016	0.1029875
background553	0.0575081	0.0662214	0.0585867	0.165054	0.114667	0.104447
background554	0.0977099	0.1162015	0.0634354	0.195467	0.1230645	0.104211
background555	0.16086	0.133982	0.0576126	0.06408	0.1285465	0.10173
background556	0.147938	0.0889712	0.0632956	0.103868	0.1302725	0.103064
background557	0.0117406	0.0967988	0.0582835	0.179525	0.1395915	0.102819
background558	0.117522	0.0791409	0.061744	0.0674479	0.09497095	0.100545
background559	0.0991068	0.0899845	0.063517	0.133873	0.1185695	0.1033935
background560	0.0385569	0.0901368	0.0616075	0.117476	0.09698755	0.0950001
background561	0.0230618	0.0921134	0.0669063	0.0983984	0.112114	0.0963522
background562	0.00612939	0.0972668	0.065113	0.163264	0.126075	0.09940345
background563	0.0421878	0.06923855	0.0579417	0.146473	0.1315575	0.0946857
background564	0.139058	0.0884697	0.061728	0.206295	0.125201	0.1075865
background565	0.0494465	0.0776812	0.0571588	0.204082	0.10744	0.102041
background566	0.0755926	0.10160045	0.0670358	0.127471	0.1181845	0.1031035
background567	0.0158711	0.09271415	0.0698672	0.0633641	0.1014685	0.102096
background568	0.0117072	0.07027765	0.0616075	0.178444	0.1305225	0.1055705
background569	0.0226548	0.0750689	0.0615645	0.142857	0.1117865	0.1012055
background570	0.0759973	0.0696057	0.0648008	0.128384	0.08723595	0.103409
background571	0.0923461	0.05793585	0.0621029	0.128263	0.114967	0.110532
background572	0.0121485	0.06101605	0.0669029	0.114011	0.110532	0.0913107
background573	0.0275852	0.06669075	0.0616923	0.0778431	0.0944923	0.09689745
background574	0.0542746	0.09192445	0.0646919	0.187427	0.1131375	0.0955838
background575	5.2063e-05	0.06010305	0.0770451	0.139676	0.09870095	0.0958722
background576	0.0328055	0.09565695	0.0670696	0.202049	0.1218355	0.1044975
background577	0.0329981	0.09049525	0.0626216	0.24691	0.11261	0.1018865
background578	0.00995151	0.06222105	0.0633084	0.120502	0.1373495	0.1057985
background579	0.0401151	0.07249905	0.0612245	0.113001	0.1339025	0.102583
background580	0.0730328	0.0875578	0.0628885	0.0365203	0.09993205	0.100622
background581	0.0568738	0.104378	0.0626357	0.142857	0.0983434	0.103771
background582	0.12402	0.0780691	0.0626216	0.126529	0.09973505	0.101438
background583	0.10099	0.0757555	0.0657759	0.150068	0.1059995	0.1007035
background584	0.105875	0.1078985	0.0663368	0.130668	0.09848445	0.1077885
background585	0.0695285	0.108243	0.0626357	0.1022	0.1125895	0.0963866
background586	0.0645469	0.1288435	0.0601601	0.123814	0.12441	0.1037025
background587	0.048952	0.07749895	0.0626357	0.118669	0.1002595	0.1079115
background588	0.119336	0.07919245	0.0651025	0.101431	0.1177725	0.0977099
background589	0.0231282	0.07307395	0.0718548	0.0740191	0.130152	0.1052595
background590	0.0928535	0.09035265	0.0626216	0.107287	0.1235065	0.1023945
background591	0.0894014	0.0570656	0.0680871	0.229392	0.1295525	0.09589955
background592	0.179567	0.08150615	0.0669968	0.109883	0.1162335	0.1076405
background593	0.0411099	0.0773299	0.0681829	0.0977289	0.11799	0.1075335
background594	-0.000203092	0.07532835	0.0602292	0.15033	0.135351	0.1027625
background595	0.0739975	0.0895272	0.0684065	0.208538	0.103979	0.103802
background596	0.140737	0.08244175	0.0640717	0.196755	0.1024075	0.101473
background597	0.074424	0.1186455	0.0710011	0.181458	0.1119495	0.1042615
background598	0.0353527	0.0596351	0.0714286	0.0774264	0.1312615	0.0992439
background599	0.148124	0.05620715	0.0677648	0.222082	0.0946406	0.106176
background600	0.0510204	0.1002115	0.0605234	0.178341	0.112278	0.1088125
background601	0.107179	0.07140945	0.0687541	0.103836	0.1223725	0.099218
background602	0.0454855	0.08936295	0.0627621	0.139766	0.121223	0.100588
background603	0.0279242	0.08623395	0.0669029	0.0957008	0.104939	0.10004175
background604	0.17903	0.06684395	0.0669029	0.159672	0.131135	0.10047
background605	0.0775871	0.0777223	0.061702	0.0921139	0.1369775	0.1012115
background606	0.0261766	0.0656978	0.0670696	0.0461244	0.139076	0.09284925
background607	0.0106174	0.082947	0.0616075	0.115517	0.1192855	0.1033825
background608	0.112245	0.0852472	0.0623122	0.120158	0.125436	0.09683095
background609	0.0421878	0.07149135	0.0638102	0.122774	0.121305	0.1003335
background610	0.03156	0.0880097	0.0629824	0.202682	0.133197	0.1008955
background611	0.0622173	0.06148865	0.0702859	0.141742	0.116975	0.1025905
background612	0.121821	0.1240255	0.0644206	0.175668	0.09844345	0.101199
background613	0.00796277	0.0810328	0.0584056	0.143883	0.1167015	0.09637735
background614	0.0651025	0.0930545	0.0680875	0.119997	0.1329025	0.1026875
background615	0.0177937	0.0671795	0.0707072	0.104651	0.134431	0.09969865
background616	0.0321887	0.0925733	0.0631013	0.186024	0.110216	0.095614
background617	0.0102041	0.08814815	0.0682353	0.120596	0.116974	0.1042435
background618	0.0433672	0.0822983	0.0704741	0.0938097	0.122352	0.1072775
background619	0.127076	0.06022525	0.0616075	0.196229	0.1165815	0.102011
background620	0.0292619	0.0878179	0.0705723	0.22645	0.1126395	0.1047135
background621	0.131737	0.08014395	0.0635986	0.116386	0.102248	0.0995115
background622	0.117975	0.074569	0.0618965	0.1146	0.114353	0.102481
background623	0.00909568	0.065025	0.0573512	0.186759	0.1074955	0.104835
background624	0.0158334	0.09458845	0.0616075	0.102748	0.1178465	0.09994525
background625	0.0954201	0.09936095	0.0640593	0.0937739	0.1058675	0.101413
background626	0.0676589	0.08465255	0.0616075	0.0903319	0.119629	0.1030735
background627	0.12129	0.08137805	0.0540672	0.0693941	0.112779	0.1070775
background628	0.0174727	0.0763706	0.0621029	0.157506	0.104505	0.1025755
background629	0.0451499	0.104134	0.0688777	0.161072	0.1301915	0.09788855
background630	0.0506201	0.1100795	0.0669029	0.113356	0.1148855	0.0997377
background631	0.046696	0.1131135	0.0664305	0.139978	0.112539	0.0995479
background632	0.129763	0.1054435	0.0691364	0.122179	0.1064465	0.1029125
background633	0.0735459	0.07808045	0.0526948	0.117551	0.124742	0.105731
background634	0.019807	0.0853859	0.0616075	0.133316	0.09752625	0.09681455
background635	0.0111967	0.07363625	0.0639988	0.0888984	0.1179315	0.09478895
background636	0.121551	0.0668617	0.0697732	0.13066	0.09412405	0.1023245
background637	0.140926	0.09078065	0.0636915	0.0905875	0.116765	0.10047
background638	0.10047	0.06797645	0.0702878	0.168849	0.1087755	0.1000207
background639	0.01106	0.070747	0.0670696	0.109952	0.109406	0.103073
background640	0.0314312	0.0994062	0.0652551	0.107645	0.0925998	0.0986414
background641	0.0975502	0.0945265	0.063207	0.137373	0.116245	0.103766
background642	0.00631453	0.0974458	0.0636915	0.135722	0.1223905	0.100711
background643	0.0221422	0.0834648	0.0662652	0.10047	0.1057635	0.0958135
background644	0.111105	0.0897166	0.0626357	0.146027	0.138448	0.1027265
background645	0.0938207	0.08820985	0.0701654	0.100937	0.134435	0.1004155
background646	0.0825617	0.0972988	0.0626357	0.116334	0.1245465	0.0940763
background647	0.0861884	0.09863195	0.0669435	0.107984	0.12619	0.09514285
background648	0.0738378	0.0936094	0.0666667	0.130187	0.09916715	0.1063545
background649	0.0956805	0.08544215	0.0742406	0.121566	0.148199	0.09984485
background650	0.133572	0.1094205	0.068831	0.107932	0.1186035	0.1079225
background651	0.0874152	0.0811345	0.0626357	0.104034	0.0918339	0.09780575
background652	0.0995479	0.0736713	0.0681231	0.0953891	0.1234965	0.1013905
background653	0.0601147	0.0668184	0.0631855	0.168303	0.1202965	0.107023
background654	0.145752	0.09007345	0.0721902	0.0575469	0.107575	0.1060355
background655	0.0750494	0.0846334	0.0612245	0.125169	0.131303	0.0930205
background656	0.00133583	0.0927118	0.0640135	0.154236	0.121295	0.09938595
background657	0.0264153	0.08452565	0.0722385	0.115096	0.1132325	0.09874945
background658	0.0106174	0.078558	0.0651659	0.138315	0.1267775	0.103531
background659	0.0272544	0.1014345	0.0632737	0.0611501	0.124837	0.10624
background660	0.053604	0.08610335	0.0702482	0.110326	0.120975	0.09930385
background661	-0.00929093	0.07621405	0.0696586	0.111964	0.1165545	0.102249
background662	0.10634	0.0876349	0.0610072	0.0933269	0.1091125	0.107918
background663	-0.00661829	0.0621001	0.0721892	0.0837602	0.1299365	0.1015125
background664	0.0628346	0.0701184	0.0673661	0.130219	0.0920859	0.09974405
background665	0.11909	0.112764	0.0636163	0.119175	0.1190165	0.0959314
background666	0.0369636	0.0860347	0.0670696	0.133539	0.1207855	0.110026
background667	0.190675	0.0651425	0.0684233	0.169384	0.108551	0.0968161
background668	0.0872245	0.07200985	0.0616075	0.171775	0.110102	0.101436
background669	0.101824	0.0721212	0.0584935	0.130006	0.130148	0.1009205
background670	0.0903319	0.0876542	0.0645065	0.154979	0.112457	0.0997171
background671	0.0907454	0.07270035	0.0615017	0.176955	0.121815	0.09912955
background672	0.00010203	0.09344615	0.0622463	0.140726	0.114501	0.1011435
background673	0.0418348	0.09002395	0.0664217	0.130401	0.105952	0.09384445
background674	0.057957	0.08819385	0.0622375	0.10047	0.1146475	0.09648165
background675	0.0727176	0.0962776	0.0626357	0.186298	0.120742	0.107579
background676	0.0096493	0.0946887	0.058613	0.201141	0.111362	0.1047065
background677	0.12955	0.09074135	0.0722359	0.166219	0.1097075	0.1017475
background678	0.109939	0.0767241	0.0646153	0.148723	0.120009	0.09764185
background679	0.0103556	0.09524665	0.073839	0.172582	0.09830055	0.10047
background680	0.0718548	0.0812242	0.0649345	0.0971817	0.0903684	0.09399465
background681	0.0647546	0.101958	0.0649597	0.135496	0.1225535	0.104589
background682	0.0152499	0.0822691	0.0621029	0.120812	0.1310885	0.1016685
background683	0.104738	0.08716345	0.0668151	0.188076	0.1191825	0.1023405
background684	0.00995151	0.0794924	0.0638102	0.200514	0.0999185	0.101127
background685	0.0539244	0.0893141	0.0608403	0.187304	0.1167695	0.0943477
background686	0.107569	0.0887341	0.0621029	0.148513	0.108079	0.09465005
background687	0.0873257	0.06859535	0.0602292	0.192603	0.122506	0.0954516
background688	0.114954	0.06188835	0.0623324	0.116265	0.1047565	0.1006115
background689	0.0568308	0.09866195	0.0651721	0.160102	0.1317895	0.0992699
background690	0.0803474	0.09771315	0.0622463	0.119881	0.0826208	0.101944
background691	0.049277	0.08818895	0.0585073	0.135869	0.103286	0.1030945
background692	0.0369834	0.06674585	0.0616075	0.104401	0.1032506	0.09578425
background693	0.105403	0.1103345	0.0628984	0.0828043	0.1368925	0.0959687
background694	0.0302142	0.0684412	0.0623271	0.141172	0.132116	0.1001412
background695	0.0888959	0.06478815	0.0670358	0.0936762	0.1088905	0.1033155
background696	0.0962139	0.0826497	0.0584951	0.133316	0.144448	0.104675
background697	0.0527174	0.06154875	0.0613294	0.162342	0.1138075	0.0971817
background698	0.0102041	0.10253	0.0585741	0.10047	0.1034815	0.10047
background699	0.0329981	0.09871345	0.0677648	0.122538	0.1217865	0.0938207
background700	0.0899054	0.09062225	0.0612245	0.13537	0.1381365	0.0949216
background701	0.0945643	0.07780475	0.0676127	0.18857	0.1068605	0.1019845
background702	0.103921	0.09912135	0.0598512	0.169296	0.1118315	0.09255215
background703	0.171152	0.0805653	0.0643459	0.148333	0.1140505	0.10259
background704	0.0178467	0.0815885	0.0702878	0.170445	0.120696	0.1018675
background705	-0.0001074	0.110324	0.0666419	0.185913	0.1185565	0.104211
background706	0.0465201	0.07468645	0.0528607	0.115804	0.123226	0.105991
background707	0.0662626	0.0624366	0.0616075	0.201183	0.102727	0.1031585
background708	0.10047	0.09052255	0.0615529	0.114554	0.1211655	0.103792
background709	0.0365487	0.0700146	0.0608403	0.0788843	0.108761	0.0929507
background710	0.0167939	0.09323525	0.0632956	0.15598	0.1031255	0.1084915
background711	0.120596	0.07065225	0.0712723	0.101235	0.1021645	0.1015675
background712	0.134696	0.0725933	0.0692358	0.123104	0.1225995	0.099594
background713	0.0458359	0.07940905	0.0702878	0.183346	0.107667	0.1051825
background714	0.0411099	0.08965035	0.0671555	0.186739	0.122	0.0929835
background715	0.0191143	0.0679989	0.060441	0.121821	0.1090555	0.102724
background716	0.0478508	0.0821427	0.0693656	0.0746083	0.0915862	0.102735
background717	0.0535715	0.0844749	0.0718548	0.112745	0.114366	0.1079225
background718	0.0458342	0.08321965	0.0702878	0.121566	0.1441685	0.0996599
background719	0.114429	0.112468	0.0669029	0.181761	0.122622	0.09782415
background720	0.0522363	0.08986525	0.0664293	0.0256882	0.1274085	0.102609
background721	0.120596	0.06277275	0.0589979	0.163004	0.1229815	0.101619
background722	0.103051	0.07389555	0.0670696	0.099259	0.1085765	0.104211
background723	0.0355883	0.0975603	0.065113	0.0301264	0.119845	0.099659
background724	0.0903701	0.1079775	0.0610457	0.121719	0.09765775	0.102565
background725	0.0482583	0.1114885	0.0600424	0.121922	0.116644	0.1030045
background726	0.0404421	0.06549235	0.0616075	0.150569	0.092271	0.10047
background727	0.118229	0.08747255	0.0616075	0.0732945	0.1023785	0.09809835
background728	0.0614865	0.0560982	0.0626216	0.22457	0.103917	0.0947716
background729	0.119015	0.08955305	0.0651234	0.174761	0.1125405	0.1030775
background730	0.193469	0.04822645	0.0627942	0.0842356	0.1245355	0.102041
background731	0.0641619	0.09504595	0.0681829	0.124544	0.111559	0.101005
background732	0.0395339	0.0753983	0.0654268	0.0942996	0.123285	0.101657
background733	0.0164971	0.0805445	0.0602292	0.139352	0.1181095	0.0960354
background734	0.00694419	0.05068765	0.0623324	0.142377	0.1053465	0.09987605
background735	0.0282484	0.0765341	0.0633641	0.140726	0.1308475	0.09905395
background736	0.0815916	0.0979628	0.0626216	0.119997	0.1113755	0.1012245
background737	0.10259	0.08422205	0.0621175	0.171735	0.1054145	0.10047
background738	0.0977099	0.08288385	0.0713681	0.119062	0.125297	0.100798
background739	0.135817	0.08271205	0.0699603	0.0941713	0.12356	0.1029475
background740	0.0784707	0.0792138	0.063562	0.111594	0.141793	0.102918
background741	0.133316	0.0703249	0.0669029	0.152208	0.117183	0.0930639
