relictMORE.0.0001	relictMORE.0.001	relictMORE.0.01	nonrelictMORE.0.0001	nonrelictMORE.0.001	nonrelictMORE.0.01
background373	0.143628	0.127597	0.108309	-0.00873249	0.0457453	0.0669029
background374	0.1278015	0.1117715	0.104342	-0.00705029	0.06923535	0.0693089
background375	0.08682765	0.104592	0.104374	-0.00675629	0.08011635	0.0735459
background376	0.148171	0.119898	0.107321	0.232724	0.082771	0.0699989
background377	0.1632825	0.1088105	0.105875	0.0421249	0.0501522	0.070154
background378	0.07063435	0.10654	0.0977099	0.144979	0.04873945	0.077425
background379	0.123703	0.1039485	0.098722	0.116147	0.06742165	0.0741363
background380	0.1405595	0.1262215	0.105751	0.00995151	0.07793895	0.0680595
background381	0.157046	0.1063535	0.106971	0.0735677	0.080304	0.0714055
background382	0.1541225	0.135987	0.10259	0.00415348	0.0534764	0.0670696
background383	0.1770515	0.1111485	0.0999275	0.0364104	0.0910786	0.0736701
background384	0.1203955	0.116732	0.103691	-7.03634e-05	0.0635906	0.0702878
background385	0.157961	0.1164835	0.101475	0.226987	0.0520757	0.0691853
background386	0.1477035	0.1266225	0.109952	0.0402331	0.08634965	0.0658905
background387	0.1822345	0.1155395	0.103038	0.052205	0.0490745	0.0723443
background388	0.161527	0.1200565	0.0966147	0.0217982	0.0768191	0.0653633
background389	0.161014	0.09606405	0.0986018	0.163716	0.0712958	0.0702878
background390	0.190341	0.102513	0.101236	0.284321	0.07642995	0.0724777
background391	0.1382835	0.136845	0.107485	0.3781	0.05461035	0.0666297
background392	0.1193585	0.11093	0.0989644	0.0695295	0.06559	0.0649624
background393	0.1261935	0.1054765	0.113256	0.00995151	0.0983856	0.0703412
background394	0.1265275	0.115295	0.108472	0.322079	0.07344405	0.0670696
background395	0.20859	0.1305055	0.0997444	0.120973	0.0753549	0.0735459
background396	0.110936	0.1319175	0.099259	0.0737028	0.0701872	0.0693696
background397	0.107319	0.1105865	0.104119	0.00660678	0.0541712	0.0714286
background398	0.177123	0.11367	0.100953	0.0718548	0.05491065	0.0683378
background399	0.1260625	0.1276445	0.107904	0.282843	0.0857568	0.0670278
background400	0.1571145	0.105391	0.100676	0.117268	0.06705455	0.0721892
background401	0.1584805	0.1061075	0.0989725	0.353231	0.07922935	0.0732403
background402	0.1146455	0.10834	0.105875	0.0430888	0.0694744	0.0721485
background403	0.1143575	0.1195265	0.1146	0.285084	0.06475155	0.069708
background404	0.1125205	0.112651	0.103513	0.35315	0.0784493	0.0714286
background405	0.1519285	0.1031485	0.104211	0.0602292	0.05094245	0.0750077
background406	0.1350435	0.1200225	0.10534	0.0557974	0.09589795	0.0685662
background407	0.11212915	0.110704	0.0999204	-0.00519564	0.0837273	0.0702878
background408	0.1181705	0.1193395	0.106163	0.0859852	0.0571687	0.0734017
background409	0.1083925	0.1197225	0.102531	-0.00459313	0.07311805	0.0714286
background410	0.1722665	0.0984422	0.10259	0.0175812	0.05566555	0.0675445
background411	0.151331	0.1428265	0.109952	0.032123	0.0883882	0.0689459
background412	0.1535845	0.102899	0.10047	0.348598	0.0712385	0.0624517
background413	0.1340275	0.1297865	0.10259	0.146629	0.054725	0.0728731
background414	0.1209175	0.121656	0.111306	0.0103556	0.05456765	0.0680595
background415	0.1511565	0.1371725	0.104984	0.0464638	0.07471815	0.073527
background416	0.22414	0.111947	0.109226	0.109925	0.07034245	0.0789035
background417	0.1121525	0.1145545	0.10262	0.322079	0.0753777	0.0733977
background418	0.134808	0.141215	0.0984358	-0.000306248	0.0579582	0.0632513
background419	0.1599	0.1190675	0.107582	0.174036	0.059598	0.0703643
background420	0.108246	0.1023155	0.100553	0.0172917	0.0596706	0.0670696
background421	0.1085975	0.122167	0.103136	-0.0065745	0.05017725	0.0669435
background422	0.169192	0.130763	0.108968	0.0419722	0.06562595	0.0665395
background423	0.07907105	0.113582	0.109577	0.00898207	0.0485851	0.0730532
background424	0.1469715	0.118927	0.105151	0.21451	0.05322115	0.0659764
background425	0.112833	0.1228685	0.100248	0.171894	0.06547975	0.0645469
background426	0.178544	0.1520305	0.10259	0.283317	0.0712257	0.0655116
background427	0.107792	0.1039555	0.104956	0.126838	0.0730405	0.0623324
background428	0.151317	0.1059325	0.100303	0.000108507	0.08672295	0.0742424
background429	0.126508	0.1242885	0.104119	0.0510204	0.07864155	0.0759948
background430	0.1571595	0.118123	0.103495	0.300791	0.082101	0.0623324
background431	0.09498835	0.1061075	0.10047	0.198606	0.0798517	0.0666297
background432	0.194671	0.136025	0.099045	0.00873066	0.0735515	0.0785305
background433	0.08569165	0.128019	0.102896	0.0400451	0.0461776	0.0710723
background434	0.118094	0.1068005	0.107628	0.0894278	0.0675995	0.0749395
background435	0.1319075	0.124428	0.101925	0.363278	0.05369685	0.0705439
background436	0.109232	0.111414	0.102748	-0.00010102	0.0813848	0.0741867
background437	0.198588	0.10847	0.103137	0.0618176	0.0736701	0.0673789
background438	0.114204	0.1420705	0.099259	0.320789	0.0662304	0.0639409
background439	0.172487	0.120273	0.10403	0.0419887	0.0826253	0.0720663
background440	0.128409	0.10755	0.0999275	0.0166558	0.0610574	0.0693607
background441	0.111606	0.125083	0.104107	0.191895	0.05652445	0.0674209
background442	0.129853	0.1156495	0.107888	0.0287969	0.07984675	0.0686928
background443	0.131533	0.1130665	0.101866	0.0256566	0.0485526	0.070323
background444	0.115756	0.122787	0.101805	0.0218227	0.0616494	0.0686982
background445	0.1903875	0.1506725	0.109996	0.0244511	0.0822421	0.0661813
background446	0.122622	0.101374	0.0991166	-0.00903547	0.05978605	0.0689426
background447	0.156946	0.1227655	0.102247	0.118869	0.0675129	0.0721172
background448	0.165517	0.1189775	0.0977099	0.0730328	0.0685397	0.0732827
background449	0.15448	0.1046805	0.10259	0.216829	0.05715395	0.0736701
background450	0.133766	0.1357785	0.104675	0.0867829	0.05647135	0.0725995
background451	0.1835215	0.1129445	0.107295	0.0731128	0.0589481	0.0702878
background452	0.09026405	0.1109635	0.108357	0.182522	0.07387685	0.0688924
background453	0.0690091	0.127953	0.103139	-0.00977544	0.09015665	0.065694
background454	0.123342	0.1124975	0.105857	0.0111209	0.0706052	0.0659991
background455	0.161479	0.1145845	0.104675	0.073537	0.06111735	0.0702878
background456	0.11457155	0.1061925	0.106197	0.124579	0.06525665	0.0700505
background457	0.1509515	0.146005	0.109805	0.134475	0.0724438	0.0691563
background458	0.0988107	0.116815	0.101725	0.00909568	0.0577617	0.0669419
background459	0.208096	0.1041925	0.108198	0.0391413	0.059316	0.0677901
background460	0.1049425	0.112922	0.107096	0.281196	0.0765835	0.0644252
background461	0.0796557	0.108461	0.107984	0.0522363	0.0703992	0.0774133
background462	0.118444	0.1097835	0.105539	0.155269	0.091377	0.0682247
background463	0.0913508	0.133486	0.10259	0.0340727	0.1012215	0.0725995
background464	0.0954592	0.12158	0.103034	0.035315	0.08304625	0.0643459
background465	0.1257455	0.1134175	0.104396	0.014921	0.06755505	0.0716613
background466	0.140964	0.1249725	0.103782	0.135047	0.0762428	0.0696256
background467	0.093593	0.1243435	0.104275	0.036826	0.0659905	0.0630574
background468	0.1215765	0.1341415	0.104123	0.00010203	0.08011635	0.0698672
background469	0.141797	0.117788	0.100849	-0.000203092	0.06564385	0.0651561
background470	0.155795	0.106787	0.107485	0.0874907	0.0856962	0.069593
background471	0.1077475	0.1252715	0.10047	0.1181	0.06813255	0.0670696
background472	0.1282025	0.1243825	0.102768	0.0217541	0.09064365	0.0659451
background473	0.1812	0.09923305	0.102728	0.0343848	0.0753955	0.0677461
background474	0.13257	0.114027	0.0958805	0.0331766	0.07036295	0.0681245
background475	0.127551	0.1155425	0.0982938	0.0310231	0.08545925	0.0650002
background476	0.0830896	0.150725	0.105594	0.109878	0.07542	0.0657534
background477	0.08665025	0.143554	0.103653	0.152089	0.0650025	0.0702878
background478	0.136468	0.1081085	0.102748	0.00995151	0.0667167	0.064658
background479	0.1309795	0.121849	0.101798	0.327974	0.0561614	0.0658199
background480	0.1661515	0.102643	0.0957971	0.235906	0.074741	0.0688542
background481	0.181214	0.1099505	0.105792	0.000471301	0.04779285	0.0664825
background482	0.0953675	0.134533	0.10047	0.0309889	0.04460875	0.0708494
background483	0.175982	0.118047	0.103051	0.000553614	0.07368675	0.068655
background484	0.114823	0.131319	0.104156	0.316424	0.0527132	0.0727958
background485	0.139774	0.128512	0.10435	0.0438764	0.0657704	0.0691364
background486	0.1191605	0.1201515	0.10634	0.0789608	0.04818575	0.0669029
background487	0.1822425	0.138233	0.100937	0.307409	0.08516105	0.0702878
background488	0.1467095	0.119349	0.105875	0.0378316	0.0558955	0.0721892
background489	0.1143185	0.11803	0.100953	0.0444873	0.08922795	0.0784515
background490	0.141357	0.133882	0.105834	0.33735	0.07715605	0.0631042
background491	0.1731015	0.1240585	0.106071	0.262773	0.09243435	0.0690828
background492	0.1318165	0.1205955	0.10047	0.161402	0.0826647	0.0721892
background493	0.151122	0.1111105	0.10738	-0.00680065	0.0755696	0.0718548
background494	0.139299	0.117379	0.101994	0.189588	0.06060985	0.0667987
background495	0.1346715	0.112928	0.107005	0.130872	0.0789089	0.0725451
background496	0.1175845	0.105604	0.10259	0.235924	0.07271975	0.0689734
background497	0.170316	0.12079	0.103836	0.183468	0.07297955	0.0687009
background498	0.167761	0.121356	0.107059	0.0904809	0.06883335	0.0772765
background499	0.1210135	0.1117835	0.112312	0.0693089	0.05780415	0.0681744
background500	0.154961	0.1184355	0.106498	0.00360182	0.0669133	0.0688777
background501	0.1791255	0.1107905	0.106406	0.148278	0.09396815	0.0798853
background502	0.1400395	0.113135	0.110532	0.0468759	0.1007005	0.0718548
background503	0.1178	0.118066	0.100019	0.0587825	0.0569476	0.0658905
background504	0.14309	0.1293755	0.109627	0.000391898	0.0639262	0.065297
background505	0.110739	0.1222315	0.0999366	-0.0067559	0.0470341	0.0681829
background506	0.207505	0.1027595	0.106082	0.232697	0.0719115	0.0702878
background507	0.154487	0.1129955	0.1074	0.0225186	0.0930933	0.0666192
background508	0.1189685	0.1397975	0.101061	0.263154	0.0624408	0.062704
background509	0.1430025	0.117459	0.0962139	0.313641	0.0856387	0.0735459
background510	0.1035503	0.109825	0.102777	0.1771	0.0584971	0.0721892
background511	0.1228065	0.1298385	0.10259	0.0163561	0.0716265	0.0689227
background512	0.148005	0.1168695	0.110723	0.00931495	0.071697	0.0708494
background513	0.1342485	0.121563	0.104906	0.191825	0.07869355	0.0702878
background514	0.198257	0.120233	0.103653	0.264546	0.0653167	0.0643734
background515	0.1556215	0.1122425	0.0997444	0.0621108	0.07429425	0.0742424
background516	0.150866	0.110644	0.105722	0.199176	0.0440563	0.0676127
background517	0.162166	0.120298	0.100389	0.127323	0.064199	0.0656496
background518	0.0686117	0.1192605	0.10259	0.0564525	0.07877355	0.0707151
background519	0.240354	0.116044	0.10047	0.136622	0.0473495	0.070154
background520	0.140718	0.103948	0.106426	0.0702217	0.08044875	0.0669029
background521	0.147252	0.1158655	0.0967587	0.00370513	0.08178565	0.0698672
background522	0.1541235	0.119241	0.0996052	0.11128	0.08235925	0.0704411
background523	0.142711	0.1209215	0.0945643	0.0510204	0.05538585	0.069235
background524	0.1720005	0.137302	0.107932	0.301286	0.0581899	0.0688538
background525	0.122679	0.1140515	0.108388	0.218413	0.06416185	0.0652207
background526	0.09333825	0.108085	0.105506	0.0297284	0.0630974	0.0774282
background527	0.166297	0.129713	0.10259	0.0195976	0.0736376	0.0706085
background528	0.162153	0.097595	0.099177	0.07713	0.07632545	0.0712403
background529	0.116521	0.1117245	0.10519	0.125599	0.0522227	0.0616075
background530	0.1360915	0.1108225	0.101715	-0.00965445	0.0854117	0.0642318
background531	0.1647685	0.113322	0.109627	0.244302	0.07184515	0.0706253
background532	0.119255	0.118195	0.106182	-0.000898442	0.0780978	0.0673727
background533	0.237639	0.1265895	0.112872	0.0804443	0.0810917	0.0633641
background534	0.157788	0.128699	0.100239	0.140496	0.066884	0.0676559
background535	0.1441195	0.1352085	0.099177	-0.000652511	0.0910723	0.0702622
background536	0.0995864	0.1244655	0.105815	0.0232119	0.0547302	0.0702878
background537	0.109745	0.10865	0.104675	0.101026	0.06851555	0.0702878
background538	0.09755875	0.110648	0.102748	0.0216861	0.06544325	0.0667595
background539	0.0993846	0.11818	0.106809	0.224965	0.08509855	0.0735459
background540	0.1222815	0.1061625	0.0987976	0.0869313	0.07360975	0.0716712
background541	0.145397	0.0993095	0.103836	0.273153	0.0584496	0.0751764
background542	0.145309	0.11921	0.0992602	0.0699691	0.09024905	0.0685662
background543	0.187633	0.1344185	0.103065	0.00559897	0.06334505	0.0670696
background544	0.1185245	0.103492	0.105722	0.0540629	0.07733915	0.0725995
background545	0.1200735	0.111381	0.107891	0.104671	0.06091835	0.0723479
background546	0.1728545	0.1177615	0.103241	0.00957854	0.05017875	0.0697126
background547	0.191916	0.1187425	0.105897	0.135532	0.06181055	0.067756
background548	0.1186225	0.1048295	0.104764	0.00861025	0.0847934	0.0721892
background549	0.130131	0.1281455	0.103048	0.286999	0.08952735	0.0721892
background550	0.1218875	0.106983	0.10047	0.222478	0.07145425	0.0580334
background551	0.148751	0.1287895	0.102041	0.25974	0.0610105	0.06939
background552	0.202185	0.09382545	0.102382	0.312445	0.0812242	0.0633641
background553	0.127285	0.112457	0.108588	0.281196	0.07327685	0.0735459
background554	0.0838499	0.1185775	0.0999275	0.243523	0.06614055	0.0710652
background555	0.128196	0.1077985	0.109139	0.0547376	0.0690475	0.0654253
background556	0.133382	0.105838	0.105151	0.0602292	0.07475805	0.0715678
background557	0.1055585	0.133316	0.104211	0.109146	0.05536265	0.0631827
background558	0.118956	0.1136495	0.104211	-0.00294823	0.06995885	0.0634354
background559	0.148682	0.112304	0.101953	0.139949	0.0888778	0.0718548
background560	0.135954	0.106536	0.105307	0.0768842	0.07851855	0.0640016
background561	0.1264685	0.107799	0.107891	0.0513592	0.08632535	0.0689335
background562	0.100497	0.118518	0.102041	0.0686897	0.0682227	0.0718548
background563	0.07443225	0.1252685	0.109948	0.00909568	0.0581795	0.0672049
background564	0.1640555	0.120195	0.103535	0.194008	0.06417275	0.0641233
background565	0.1481885	0.1178165	0.102676	0.00731097	0.06601315	0.0706972
background566	0.1365925	0.120594	0.10121	0.0494862	0.07803105	0.0658331
background567	0.1202855	0.104416	0.108044	0.0401576	0.0600574	0.0703532
background568	0.09672975	0.102133	0.105281	0.287743	0.06236785	0.0702646
background569	0.1064625	0.134204	0.097771	0.0879905	0.05697295	0.0712431
background570	0.1800885	0.1154305	0.106173	0.0189503	0.0543125	0.0725995
background571	0.111863	0.1323205	0.103051	0.176637	0.0734566	0.0693572
background572	0.05911145	0.1432145	0.103051	0.0153331	0.0722307	0.0702878
background573	0.1634055	0.1158175	0.105151	0.202306	0.06783175	0.070507
background574	0.134343	0.108615	0.111367	0.154518	0.05521175	0.0749554
background575	0.1409125	0.09569925	0.112833	0.162864	0.07448065	0.0670696
background576	0.1053665	0.1026645	0.102435	0.0164813	0.0610533	0.0670395
background577	0.167009	0.12609	0.101111	0.0406984	0.07999075	0.0702878
background578	0.08425485	0.127964	0.105834	0.0218446	0.0604363	0.0703643
background579	0.128286	0.1275115	0.101724	0.354312	0.0820336	0.0752287
background580	0.11969	0.108101	0.10338	0.0658905	0.07747335	0.0683431
background581	0.0753149	0.110439	0.104675	0.0698006	0.06044775	0.072543
background582	0.09728435	0.1207775	0.10411	0.233833	0.07302075	0.0637325
background583	0.1353195	0.1157065	0.10259	0.0193244	0.07148655	0.0677648
background584	0.155088	0.1185325	0.104553	0.0101326	0.074733	0.0748833
background585	0.127679	0.1222205	0.104031	0.0308595	0.04786235	0.0702878
background586	0.109759	0.08709965	0.105357	0.0463623	0.05606075	0.0734318
background587	0.1926045	0.114178	0.105875	-0.00606126	0.0764086	0.0739792
background588	0.112253	0.1302115	0.105129	-0.00675629	0.05850055	0.0753067
background589	0.130876	0.1023155	0.103314	0.388091	0.07662975	0.0746359
background590	0.09602125	0.1054805	0.106359	0.0860252	0.070494	0.075351
background591	0.2028915	0.116294	0.109952	0.0433983	0.067156	0.064346
background592	0.1015735	0.117854	0.099259	0.121966	0.08983775	0.0673991
background593	0.155279	0.1143305	0.103243	0.0272544	0.064034	0.0693089
background594	0.171306	0.1225515	0.104211	0.264989	0.05788955	0.0727176
background595	0.149146	0.122896	0.106115	0.0520933	0.0701301	0.0669029
background596	0.1843515	0.1212555	0.109734	-0.00973754	0.0754733	0.0670032
background597	0.1207991	0.1142125	0.104553	0.158692	0.0666441	0.0721892
background598	0.128899	0.126414	0.107664	0.0365487	0.06104905	0.0666667
background599	0.140174	0.09974335	0.107932	0.0222999	0.05199105	0.0718548
background600	0.1294295	0.1293755	0.104211	0.294135	0.07340345	0.0708531
background601	0.11566	0.130356	0.107932	0.210815	0.0895724	0.0650701
background602	0.09108915	0.127168	0.107932	0.0611241	0.06925475	0.0666297
background603	0.07193375	0.1240165	0.0981503	0.139846	0.1027475	0.0718548
background604	0.1498825	0.108936	0.102108	0.0204082	0.0436595	0.0673928
background605	0.1163785	0.1090265	0.101694	0.0356514	0.0549822	0.0696324
background606	0.07622365	0.1114065	0.109495	0.187747	0.06707795	0.0702938
background607	0.16307	0.121536	0.108874	0.0678732	0.06990865	0.0689244
background608	0.138684	0.1302605	0.10547	0.0418348	0.07595945	0.0677531
background609	0.124696	0.103235	0.099259	0.177969	0.07270035	0.0742424
background610	0.20176	0.11123	0.113077	0.0510773	0.08112995	0.063244
background611	0.1140415	0.09968445	0.10634	0.262778	0.0590157	0.0750494
background612	0.1398955	0.1239575	0.104675	0.0109326	0.0921143	0.0702878
background613	0.1661585	0.120476	0.107593	0.00010203	0.0584048	0.0712409
background614	0.120118	0.129726	0.107365	-0.00447302	0.0658265	0.0718548
background615	0.177369	0.1035415	0.105151	0.0516361	0.05658815	0.0730561
background616	0.118884	0.103252	0.103224	0.0191752	0.06382085	0.0718548
background617	0.1364375	0.113574	0.103103	-0.00543189	0.07971545	0.0730328
background618	0.0912639	0.1245435	0.107237	0.323487	0.06135065	0.0591317
background619	0.1311055	0.1171135	0.107035	0.382561	0.06879935	0.0721892
background620	0.094824	0.126673	0.101004	0.317457	0.0710609	0.0669029
background621	0.1099705	0.0980363	0.105307	0.0626357	0.0695168	0.0803753
background622	0.102329	0.108686	0.110343	0.00452309	0.08529525	0.064134
background623	0.1104845	0.09702675	0.10099	0.161308	0.0504304	0.0703798
background624	0.132053	0.10646	0.100293	0.225895	0.0636121	0.0676506
background625	0.135649	0.1070385	0.107699	0.0413088	0.06958475	0.070169
background626	0.176413	0.12428	0.104959	0.120973	0.07285235	0.068655
background627	0.12588555	0.1041975	0.0971817	0.0643459	0.0605927	0.0703412
background628	0.1252085	0.1172725	0.10259	0.0469515	0.06291355	0.069321
background629	0.1619895	0.11334	0.1057	0.0300596	0.08441665	0.0663268
background630	0.133021	0.1175235	0.10047	-0.00867645	0.0674977	0.0710652
background631	0.08509535	0.102546	0.10725	0.0158091	0.0864778	0.0684623
background632	0.1207965	0.1305135	0.102948	0.329812	0.0765678	0.0714286
background633	0.141453	0.107575	0.110755	0.0379941	0.0796397	0.0669688
background634	0.0845178	0.1150765	0.107365	0.0510204	0.0844563	0.0721892
background635	0.1676385	0.100777	0.107322	0.0249876	0.0648307	0.0719218
background636	0.125423	0.0949249	0.103206	0.0272544	0.09732455	0.0718548
background637	0.08226765	0.114498	0.101323	0.0401151	0.06490795	0.074854
background638	0.122085	0.1407505	0.105875	0.0215602	0.0652705	0.0702878
background639	0.1390835	0.1191265	0.112245	0.0740332	0.04651825	0.0616075
background640	0.147344	0.1107285	0.0949223	0.105009	0.0518579	0.0698672
background641	0.1488225	0.1228755	0.11089	0.0626357	0.0812242	0.0778734
background642	0.1302325	0.12774	0.100966	0.0280331	0.06744485	0.0749395
background643	0.176725	0.1179895	0.10259	0.100198	0.05224825	0.0667006
background644	0.10384725	0.114154	0.110532	0.00674836	0.06721545	0.0686669
background645	0.09504615	0.115209	0.103038	0.0235915	0.0607915	0.0663512
background646	0.1007892	0.1277665	0.0999275	0.0318004	0.06598365	0.0669029
background647	0.147748	0.09560185	0.112833	0.135266	0.06797055	0.0704467
background648	0.102369	0.1107975	0.101805	0.00764948	0.0692706	0.0709528
background649	0.1494585	0.117124	0.106205	-0.00894537	0.0703462	0.0741354
background650	0.128099	0.1037935	0.0997444	6.04307e-17	0.07421435	0.0637905
background651	0.1393285	0.131531	0.10634	0.0816327	0.08391745	0.0720663
background652	0.1962615	0.114777	0.0995479	0.162917	0.06883735	0.0713562
background653	0.086943	0.1090615	0.100372	0.0471841	0.06141625	0.0653727
background654	0.1556885	0.100106	0.0999275	0.0308595	0.0785809	0.0698672
background655	0.1522865	0.1176755	0.103103	0.0541863	0.08887915	0.0702878
background656	0.0799718	0.1216885	0.106141	0.0164971	0.06937245	0.0651025
background657	0.120053	0.1094855	0.10905	0.00696813	0.08660265	0.0702878
background658	0.133079	0.1202965	0.0979384	0.0180398	0.07444845	0.0669029
background659	0.142266	0.110906	0.105626	0.0803474	0.0707238	0.070706
background660	0.1149775	0.116064	0.10311	0.0153938	0.112801	0.0673789
background661	0.0988718	0.113043	0.103653	0.0958234	0.0686336	0.0604682
background662	0.1387135	0.1088385	0.111505	0.0576605	0.06232615	0.0770397
background663	0.144657	0.1371945	0.0981503	0.0218514	0.04922405	0.0693696
background664	0.146224	0.115755	0.10805	0.0568738	0.06039735	0.0741931
background665	0.116845	0.0990423	0.103257	0.0264589	0.0631506	0.060396
background666	0.163454	0.132031	0.10259	0.0103556	0.0676112	0.0635776
background667	0.1412655	0.1321165	0.10681	0.109925	0.0621618	0.0708494
background668	0.1483835	0.118116	0.0982285	0.0265096	0.0426401	0.0736701
background669	0.1218305	0.125482	0.10259	0.0899524	0.0845751	0.0777339
background670	0.1359055	0.1114295	0.103047	-0.00010102	0.092355	0.0644902
background671	0.11257965	0.09298535	0.107417	0.193687	0.05321665	0.0706077
background672	0.1500365	0.124114	0.10336	0.0103556	0.05858045	0.0755324
background673	0.172693	0.117638	0.108748	0.00872503	0.0825756	0.0732403
background674	0.1155265	0.107635	0.106141	0.0702878	0.0795755	0.0702938
background675	0.1751045	0.1070355	0.0993662	0.00945102	0.0702442	0.0615683
background676	0.1143185	0.117405	0.0993908	0.000502892	0.0567828	0.0693549
background677	0.158242	0.1275255	0.0989976	0.0640593	0.05654805	0.0592022
background678	0.1299645	0.1083005	0.107932	0.0412371	0.079222	0.058809
background679	0.0933075	0.1309225	0.102475	0.0411721	0.05992705	0.0629261
background680	0.151922	0.126426	0.105307	-0.0069556	0.0683807	0.0676506
background681	0.1188855	0.11679	0.104054	0.00010203	0.0718848	0.0718548
background682	0.1271065	0.118526	0.104156	0.132331	0.06139075	0.0677648
background683	0.1059335	0.11666	0.0997444	0.0352929	0.0907163	0.0681829
background684	0.0644004	0.1010235	0.10604	0.252689	0.06369965	0.0604148
background685	0.142685	0.104307	0.105151	0.154909	0.0727576	0.0669029
background686	0.181411	0.1078815	0.103533	0.0999303	0.06574355	0.0765002
background687	0.110379	0.11773	0.110532	0.357729	0.04791215	0.0644234
background688	0.153369	0.1407315	0.105722	0.303006	0.05508875	0.0760331
background689	0.1571165	0.104025	0.105472	0.0495612	0.0646514	0.0709378
background690	0.168614	0.132368	0.10259	0.100918	0.07683225	0.0702878
background691	0.126882	0.119894	0.100849	0.00690956	0.094247	0.0799309
background692	0.1492	0.103726	0.105138	0.109894	0.0609048	0.0651354
background693	0.1335465	0.1292705	0.110532	-0.00177093	0.05606165	0.0714286
background694	0.1671575	0.1264815	0.109224	0.322855	0.078491	0.0639409
background695	0.1030435	0.1144935	0.102041	-0.00010102	0.05925845	0.0718548
background696	0.121982	0.12757	0.101176	0.17695	0.08049795	0.0688542
background697	0.1817395	0.1680775	0.102236	0.0693089	0.0769468	0.0741661
background698	0.1509805	0.1162085	0.099259	-0.00531321	0.0755821	0.0690729
background699	0.127141	0.110688	0.108357	0.0810333	0.0670198	0.0699482
background700	0.1023708	0.1173995	0.0997553	0.208011	0.07116055	0.0662626
background701	0.1336245	0.1095595	0.10223	0.0551512	0.0879044	0.0672049
background702	0.1110985	0.146177	0.103884	0.0264589	0.0576891	0.0644666
background703	0.1241075	0.1082075	0.107932	0.020005	0.0475964	0.0710011
background704	0.274127	0.09475665	0.105877	0.0479248	0.0917122	0.0670696
background705	0.1081885	0.1019272	0.106224	0.0899502	0.07805265	0.0728924
background706	0.1419425	0.1212035	0.103585	0.0377866	0.0950883	0.0693723
background707	0.146655	0.122979	0.103136	0.0431036	0.05511395	0.0715054
background708	0.106924	0.1367485	0.109628	0.0629786	0.04743945	0.0625932
background709	0.1343235	0.1119535	0.106224	0.00341502	0.09814275	0.065759
background710	0.1941515	0.106044	0.105108	0.124732	0.0789118	0.0676352
background711	0.1407125	0.1221105	0.100849	0.0626357	0.0774268	0.0702878
background712	0.1475565	0.125864	0.105875	0.114986	0.0811758	0.0673727
background713	0.1403155	0.1109375	0.105021	0.2456	0.0586226	0.0806153
background714	0.1231835	0.1007115	0.100849	0.0870223	0.05679	0.0722385
background715	0.170406	0.127285	0.108376	0.254408	0.058703	0.0669029
background716	0.0779186	0.1214	0.108702	0.242076	0.07750995	0.0665415
background717	0.1058605	0.1100545	0.10561	0.0106174	0.0720327	0.0639409
background718	0.0985931	0.120173	0.10619	0.0365406	0.0783521	0.0676559
background719	0.138206	0.1154495	0.102949	5.10165e-05	0.09080555	0.0732071
background720	0.1371165	0.1199885	0.105151	-5.05089e-05	0.07293275	0.0628086
background721	0.128269	0.121403	0.111812	0.0191724	0.0911223	0.0633641
background722	0.162039	0.122686	0.102576	0.0341975	0.0751786	0.0721649
background723	0.167215	0.08302705	0.103016	0.0526316	0.0759574	0.0754857
background724	0.1802075	0.1326475	0.106498	0.018007	0.0860791	0.0735459
background725	0.122507	0.1121175	0.106178	0.0163265	0.0806989	0.0616367
background726	0.1062261	0.113928	0.103566	0.0594719	0.0614027	0.0710652
background727	0.1895165	0.119308	0.103093	0.0127005	0.0638078	0.0698672
background728	0.06661585	0.121047	0.102041	0.0843338	0.0716417	0.0690512
background729	0.1263435	0.1099335	0.106337	0.127033	0.0750056	0.0670696
background730	0.1482665	0.1337715	0.099259	0.0693549	0.064621	0.0735296
background731	0.1008142	0.101123	0.105425	0.0232248	0.0775705	0.0676903
background732	0.1361965	0.108009	0.101715	0.100596	0.05728325	0.0669262
background733	0.134186	0.1211715	0.105678	0.073251	0.09278685	0.0625951
background734	0.102413	0.123285	0.104553	-0.00600313	0.09018715	0.0698672
background735	0.0747997	0.10018305	0.105875	0.0043648	0.0722496	0.0681744
background736	0.1189095	0.1244835	0.107893	0.240562	0.050445	0.0747189
background737	0.1320875	0.138759	0.0990822	0.197367	0.0694708	0.061309
background738	0.0878167	0.112749	0.107932	0.051215	0.0915602	0.071585
background739	0.1022625	0.1221535	0.103808	0.0153532	0.06927235	0.0702878
background740	0.1651325	0.126916	0.102545	0.0337546	0.0723667	0.0672482
background741	0.0817069	0.1113885	0.105054	0.0880967	0.082411	0.070482
background742	0.13187	0.1145475	0.104156	0.0425797	0.0813407	0.0684216
background743	0.1149895	0.1121	0.105966	0.0654913	0.08844385	0.0749395
background744	0.152111	0.1069245	0.10864	0.0537016	0.0740432	0.0702878
background745	0.1290815	0.12427	0.107932	0.0357459	0.07095745	0.0669029
background746	0.1237475	0.11366	0.103051	0.00795216	0.0743997	0.0680875
background747	0.112279	0.133382	0.109476	0.00781392	0.08961235	0.0725995
background748	0.1272685	0.116991	0.10047	0.126561	0.06341095	0.0698593
background749	0.1671595	0.110266	0.099259	0.128974	0.0617372	0.0742424
background750	0.1298205	0.114903	0.102748	0.292312	0.055568	0.0677461
background751	0.1487605	0.121155	0.101722	0.189706	0.07642895	0.0663207
