relictMORE.0.0001	relictMORE.0.001	relictMORE.0.01	nonrelictMORE.0.0001	nonrelictMORE.0.001	nonrelictMORE.0.01
background752	0.127818	0.1130875	0.103824	0.0597513	0.07546375	0.0647761
background753	0.1336095	0.1438155	0.103513	0.377551	0.05371545	0.0730328
background754	0.1489955	0.1138895	0.100849	0.0218859	0.0444078	0.0710011
background755	0.1448755	0.1286675	0.110071	0.0194235	0.0581	0.0725624
background756	0.136553	0.123385	0.10469	0.0595973	0.0567837	0.0717805
background757	0.1929775	0.1229625	0.099259	0.297842	0.0682096	0.0669029
background758	0.130673	0.116847	0.0999275	0.368654	0.06302825	0.0677648
background759	0.128648	0.1128735	0.106439	0.00010203	0.072022	0.0730328
background760	0.105333	0.0978897	0.107049	-0.00158924	0.09764985	0.0730328
background761	0.1402825	0.1132955	0.0995067	0.0619029	0.0664227	0.0750818
background762	0.1454455	0.1086275	0.100303	-0.00249206	0.06134915	0.0670696
background763	0.189747	0.107478	0.103011	0.346378	0.08278885	0.0699397
background764	0.12312	0.128803	0.109214	0.00916158	0.0768578	0.0712724
background765	0.1503025	0.11008	0.101287	0.136286	0.06820055	0.0647761
background766	0.1572155	0.122018	0.099259	0.159337	0.08450455	0.0689335
background767	0.10286995	0.1261795	0.10259	0.310162	0.06646	0.0699724
background768	0.1017745	0.107929	0.108133	0.00692089	0.04687155	0.0651994
background769	0.100893	0.13025	0.103051	0.00680272	0.06723475	0.0683206
background770	0.09492065	0.1087935	0.10259	0.0402212	0.0899031	0.0693572
background771	0.1727325	0.126163	0.107932	0.153173	0.06518435	0.0663408
background772	0.1831535	0.119576	0.099259	0.0106174	0.0649295	0.0658331
background773	0.1356305	0.110089	0.10684	0.0183106	0.0705686	0.0797419
background774	0.10365705	0.1284115	0.102163	0.271977	0.0728098	0.0703408
background775	0.137341	0.1092845	0.107214	0.194926	0.081632	0.0705385
background776	0.1477165	0.1353115	0.105775	0.178529	0.0762826	0.0733071
background777	0.0855286	0.114174	0.103458	0.0158292	0.0906698	0.0698672
background778	0.172106	0.123885	0.10464	0.242142	0.06327625	0.0718548
background779	0.0618019	0.123075	0.105412	0.0602292	0.0770385	0.0732945
background780	0.1315915	0.1182895	0.103401	0.0874907	0.0710713	0.0721892
background781	0.0453074	0.1289245	0.107699	0.00194156	0.0618022	0.0763962
background782	0.131126	0.11943	0.10683	-0.00114263	0.0822525	0.0709177
background783	0.09043725	0.1219555	0.108214	0.0273	0.0760949	0.0681744
background784	0.1118345	0.1079135	0.101169	-0.00642302	0.0490923	0.0736701
background785	0.1845805	0.101158	0.10259	0.118238	0.07273955	0.0711606
background786	0.134586	0.1157185	0.0999487	0.0135287	0.0628932	0.0702878
background787	0.132678	0.132203	0.105061	0.151308	0.06435135	0.0730328
background788	0.111658	0.122266	0.0948075	0.127322	0.07430515	0.0669029
background789	0.12000015	0.1086775	0.109152	0.302519	0.06396315	0.0671131
background790	0.122549	0.115633	0.102442	-0.000306248	0.07352895	0.071729
background791	0.1705335	0.1127785	0.106874	-0.00722253	0.04921755	0.0698735
background792	0.1462975	0.1055295	0.105121	0.0891006	0.051978	0.0669125
background793	0.160609	0.116262	0.0977099	0.321629	0.06696135	0.0718548
background794	0.0912368	0.1105265	0.107292	0.0049779	0.05989735	0.0622463
background795	0.152109	0.1185215	0.105506	0.0141112	0.0757532	0.0681829
background796	0.1367625	0.116352	0.103976	0.0522363	0.06900765	0.0670696
background797	0.1344365	0.112045	0.10047	0.0106174	0.0916675	0.0701422
background798	0.1908055	0.1252005	0.102041	-0.00298709	0.1012555	0.0673727
background799	0.159881	0.1518545	0.100372	-0.00166673	0.07039665	0.07205
background800	0.132997	0.121844	0.103853	0.247739	0.0693346	0.0645455
background801	0.1219275	0.1134225	0.099878	0.133073	0.08483395	0.0721892
background802	0.0870019	0.120181	0.0970161	0.0216865	0.08786575	0.0640058
background803	0.117201	0.1172115	0.0963322	0.0481462	0.0655832	0.06711
background804	0.134533	0.1124395	0.0979835	0.384466	0.07384585	0.0718548
background805	0.1172215	0.1208585	0.102041	0.0254563	0.0852833	0.0670696
background806	0.1606505	0.106849	0.104267	0.18941	0.08634245	0.0693268
background807	0.1588075	0.1156515	0.107932	0.0205836	0.05719095	0.0742424
background808	0.152291	0.1111925	0.103814	0.261753	0.0904079	0.0756162
background809	0.1484365	0.1183515	0.0984831	0.123203	0.07943895	0.0670696
background810	0.1447915	0.133578	0.10683	0.0531373	0.07159365	0.0681318
background811	0.1524925	0.1327685	0.104348	0.0308595	0.0837643	0.067221
background812	0.17533	0.1207945	0.104679	0.16921	0.059718	0.0736701
background813	0.1746655	0.1262195	0.105589	0.0632374	0.0923461	0.0718548
background814	0.1188375	0.1250435	0.104212	-0.004875	0.0724583	0.0689194
background815	0.166517	0.124359	0.105151	0.0980656	0.0882793	0.0634354
background816	0.09106495	0.117193	0.105722	0.137998	0.0920628	0.0655116
background817	0.159722	0.107639	0.0973725	0.082101	0.08552055	0.0748827
background818	0.164285	0.09407555	0.104211	0.240614	0.06204555	0.0718548
background819	0.143947	0.1370215	0.100706	0.000207195	0.05388695	0.0676127
background820	0.111542	0.12194	0.105208	0.000207195	0.0648663	0.0651025
background821	0.12484	0.1220285	0.103103	0.0385148	0.0963905	0.0681744
background822	0.129257	0.1109595	0.099177	0.136067	0.08269415	0.0697848
background823	0.1239015	0.116247	0.104907	0.0149953	0.0749227	0.0602292
background824	0.155184	0.1038225	0.0978161	0.274835	0.0656839	0.0681744
background825	0.1500305	0.120517	0.103836	0.0522363	0.0659135	0.0726387
background826	0.142868	0.116268	0.112833	0.0574117	0.07860425	0.0706837
background827	0.1990475	0.1235345	0.105722	0.0751714	0.0664123	0.0740526
background828	0.1258865	0.1131805	0.111517	0.33243	0.06407615	0.0665096
background829	0.140261	0.117523	0.102675	0.018513	0.06996785	0.0736701
background830	0.1497265	0.110429	0.10259	0.0870648	0.074547	0.0585449
background831	0.1021986	0.112833	0.0977099	0.291856	0.0718754	0.0742406
background832	0.133847	0.125223	0.103051	0.200738	0.0851327	0.0636915
background833	0.1155005	0.1094855	0.110532	0.288291	0.0725836	0.0633641
background834	0.176196	0.1131075	0.107699	0.0616075	0.05785245	0.0728155
background835	0.119897	0.120287	0.10259	0.14247	0.0781984	0.0670623
background836	0.124718	0.1179835	0.107932	0.0896597	0.083688	0.0702126
background837	0.175423	0.127148	0.105834	0.0242801	0.08825155	0.0665838
background838	0.1599495	0.122509	0.104907	0.0156549	0.103836	0.0686175
background839	0.1128995	0.136927	0.101557	0.0411099	0.087707	0.0680875
background840	0.1204755	0.1133685	0.108044	0.160296	0.07428645	0.0710011
background841	0.1413705	0.109399	0.110532	0.306482	0.0800123	0.0632956
background842	0.1077545	0.126981	0.103919	0.107566	0.07843725	0.0636915
background843	0.134288	0.1302025	0.108225	0.016776	0.06931655	0.0689601
background844	0.1431065	0.138208	0.107076	0.0329839	0.0839338	0.0748131
background845	0.1132305	0.11145	0.104211	0.0804443	0.105234	0.0670696
background846	0.11384	0.1102345	0.103691	0.141036	0.0388294	0.0674209
background847	0.1378775	0.127063	0.105281	0.214631	0.05225405	0.0633641
background848	0.193099	0.1393235	0.0995824	0.000207195	0.07341595	0.067354
background849	0.0908134	0.114137	0.0971817	0.00784184	0.06909865	0.073527
background850	0.1311745	0.130368	0.102327	0.282613	0.05780945	0.0691711
background851	0.165652	0.118486	0.103804	0.0906447	0.06049115	0.0650701
background852	0.156824	0.110532	0.110532	-0.00731952	0.06110815	0.0630272
background853	0.1467975	0.13066	0.110532	0.0015323	0.057753	0.0643072
background854	0.1341925	0.10104635	0.103051	0.21451	0.0427274	0.0754483
background855	0.10160725	0.105076	0.11047	0.0835728	0.06745325	0.0730328
background856	0.112725	0.1283275	0.103051	0.0336223	0.03971825	0.0657692
background857	0.134891	0.1219545	0.103759	0.0367618	0.06390375	0.0688817
background858	0.0965761	0.125194	0.106439	0.0221139	0.0821644	0.0691037
background859	0.141068	0.121178	0.107699	0.238055	0.06809025	0.0706253
background860	0.1623625	0.1436835	0.100098	0.0206436	0.08172475	0.0686781
background861	0.1780885	0.134489	0.105279	-0.00024095	0.07371295	0.0754094
background862	0.1138565	0.111546	0.109627	0.0973912	0.04950735	0.0670395
background863	0.1068173	0.1174555	0.100292	0.0693614	0.06056255	0.0704467
background864	0.1479735	0.132323	0.100389	0.0957165	0.0760904	0.0636915
background865	0.109208	0.1087675	0.0983476	0.124254	0.0587754	0.0723219
background866	0.1537785	0.1048445	0.107763	0.00873066	0.0905293	0.0699724
background867	0.1118355	0.0965534	0.100389	-0.000312533	0.06367825	0.0642162
background868	0.109394	0.110242	0.104131	0.236536	0.04383685	0.0669688
background869	0.06679085	0.111039	0.0970652	0.222973	0.0836616	0.0704111
background870	0.158138	0.128772	0.104794	0.0740332	0.06089075	0.0732033
background871	0.1188375	0.1028205	0.103824	0.324025	0.0806506	0.0684623
background872	0.120729	0.0987804	0.103038	0.274377	0.0699929	0.0710668
background873	0.0805133	0.1348225	0.102666	0.0218956	0.05254295	0.0652574
background874	0.09565	0.1164185	0.10259	0.0493318	0.07470845	0.068655
background875	0.1591925	0.1210805	0.10259	0.0677461	0.0838135	0.0694454
background876	0.1480145	0.1097935	0.0989644	0.0425797	0.07382655	0.0737368
background877	0.1702545	0.1105815	0.104643	0.317616	0.0705431	0.0618639
background878	0.12543	0.117498	0.104211	0.0272544	0.0814464	0.06634
background879	0.155569	0.1253375	0.0997444	0.0128054	0.06214525	0.0685043
background880	0.114328	0.1282935	0.099963	0.0111296	0.09788405	0.0718548
background881	0.1223295	0.115253	0.099259	0.0797854	0.07570565	0.0643718
background882	0.1544915	0.0951868	0.103642	0.10711	0.0802767	0.0681744
background883	0.1704505	0.122226	0.105357	0.0351058	0.06971715	0.0772666
background884	0.1159845	0.1027605	0.103011	0.0210156	0.0835974	0.0684522
background885	0.107159	0.13268	0.102481	0.082101	0.0676931	0.073592
background886	0.1319005	0.130979	0.105841	-0.00604987	0.0586497	0.0670696
background887	0.1880615	0.107757	0.10047	0.0423786	0.0567937	0.0714286
background888	0.1471155	0.12248	0.104211	0.141893	0.0737588	0.067517
background889	0.1337145	0.10778	0.104167	0.0601133	0.05464645	0.0622463
background890	0.12203	0.1052635	0.11134	0.238498	0.0667156	0.0718548
background891	0.1081345	0.1186835	0.105875	0.371284	0.0889024	0.0694238
background892	0.124699	0.116639	0.10482	0.0147388	0.0665275	0.0721497
background893	0.177893	0.1315425	0.103653	0.0572684	0.09075025	0.0680595
background894	0.1361055	0.1360595	0.110532	0.0765444	0.0523516	0.0613942
background895	0.106229	0.118831	0.0983476	-0.00634224	0.04475575	0.0673727
background896	0.1723315	0.1092055	0.109335	0.235052	0.08316015	0.069498
background897	0.1603125	0.111451	0.0973923	0.0547376	0.0640637	0.0702878
background898	0.184769	0.109516	0.10047	0.0598512	0.07737345	0.0697126
background899	0.08875025	0.110875	0.104107	0.057715	0.04981265	0.0667541
background900	0.1125565	0.09406285	0.110231	-0.00640075	0.0681141	0.0667541
background901	0.1138725	0.10627	0.104156	-0.00010102	0.05394845	0.0710151
background902	0.177776	0.1173025	0.107123	0.226376	0.0670839	0.0673789
background903	0.166823	0.136995	0.105151	0.0225155	0.08706635	0.0748827
background904	0.110733	0.1327055	0.105414	0.351274	0.08491395	0.0710652
background905	0.1203255	0.113366	0.103334	0.044694	0.0594078	0.0681661
background906	0.2277355	0.11614	0.106413	0.0725461	0.0645431	0.0659529
background907	0.138155	0.1255935	0.0943304	0.378215	0.07232695	0.0653816
background908	0.126411	0.1215615	0.10259	0.0568738	0.0920897	0.0714286
background909	0.1324015	0.1178245	0.105307	0.0559476	0.0716603	0.0755337
background910	0.129617	0.09822145	0.102085	0.0172917	0.05606055	0.072489
background911	0.119074	0.1349805	0.104672	0.0437007	0.0891617	0.0744456
background912	0.164029	0.117304	0.101925	0.205424	0.05147945	0.0729469
background913	0.174407	0.122565	0.104678	0.0306122	0.0598235	0.0629414
background914	0.1601815	0.123221	0.106874	0.0491644	0.0720338	0.0702878
background915	0.11159575	0.1044925	0.0993839	0.289856	0.1012947	0.0729933
background916	0.1022332	0.105876	0.105911	0.139735	0.0599784	0.0695485
background917	0.1369	0.1150095	0.105792	-0.00973554	0.0636258	0.0674479
background918	0.1103995	0.1277175	0.103401	0.13971	0.07812475	0.0718548
background919	0.1437215	0.1141785	0.104675	0.0750325	0.0772204	0.0718548
background920	0.1585975	0.132873	0.105463	0.206599	0.04444175	0.0718548
background921	0.1633925	0.110264	0.102041	0.0313713	0.06918605	0.0698672
background922	0.133761	0.123504	0.105151	0.0264589	0.0651499	0.0727072
background923	0.114833	0.1184885	0.103921	0.174169	0.084929	0.0725451
background924	0.1470705	0.0987292	0.111135	0.302052	0.05620475	0.0625951
background925	0.1063965	0.120021	0.0984358	0.215921	0.07200985	0.0658905
background926	0.062692	0.108165	0.104211	0.0238483	0.09083855	0.0639926
background927	0.1114725	0.117893	0.103103	0.0576545	0.07799055	0.0659759
background928	0.1311625	0.124667	0.10259	0.0503393	0.08496005	0.0672487
background929	0.1249045	0.1315765	0.10259	0.0522363	0.0609857	0.0718548
background930	0.231365	0.102037	0.0989811	0.0929381	0.09011865	0.0685662
background931	0.115698	0.1292545	0.10047	0.0422113	0.06804765	0.0662012
background932	0.156531	0.108101	0.104675	-0.00109017	0.0595265	0.0761916
background933	0.12623	0.123017	0.110242	-0.00768047	0.07992805	0.0739679
background934	0.128312	0.1165095	0.105357	0.365269	0.0700146	0.0727291
background935	0.1454025	0.127933	0.102487	0.0365487	0.0732749	0.0667863
background936	0.140589	0.1210985	0.111367	0.233535	0.0984173	0.067499
background937	0.111755	0.1137165	0.107625	0.033597	0.0843773	0.068655
background938	0.1175505	0.102572	0.102041	0.0194235	0.0606551	0.0639695
background939	0.139034	0.136997	0.107891	0.0288093	0.0630172	0.0748827
background940	0.144807	0.12196	0.105875	0.314921	0.06267765	0.0699724
background941	0.0734571	0.1268675	0.101912	0.0373304	0.0722904	0.074432
background942	0.143573	0.10148	0.105835	0.163653	0.08573005	0.0681829
background943	0.117391	0.1149555	0.100849	0.0161897	0.0666344	0.0727547
background944	0.141714	0.1196795	0.0971817	0.158141	0.0622845	0.0681326
background945	0.113619	0.1025485	0.102971	0.0211743	0.07594965	0.0735459
background946	0.05548895	0.1031215	0.102128	0.0138484	0.0379862	0.0702878
background947	0.1276825	0.1007305	0.10379	0.0391679	0.0901128	0.069498
background948	0.163087	0.1174015	0.105208	0.0106174	0.07236715	0.0651025
background949	0.1651175	0.1043325	0.107699	0.025256	0.0641291	0.0742424
background950	0.147346	0.111306	0.100849	0.0834278	0.0675186	0.0725995
background951	0.156772	0.109567	0.0974468	0.0612072	0.08722355	0.0785305
background952	0.1837	0.1280235	0.106842	0.21437	0.069499	0.0738335
background953	0.1632055	0.1196045	0.103231	0.300363	0.06138645	0.0711578
background954	0.1244085	0.1209345	0.104738	0.0208225	0.06334355	0.0711277
background955	0.1342925	0.1068895	0.101988	0.0306122	0.0742632	0.0734897
background956	0.1387415	0.1345665	0.102041	0.0851731	0.08502965	0.0703798
background957	0.153745	0.116303	0.110142	0.0463308	0.05689615	0.0681744
background958	0.1329525	0.127334	0.105875	0.0837113	0.0670985	0.0746216
background959	0.1246835	0.111558	0.0963522	0.168365	0.05852895	0.0708494
background960	0.1474275	0.1325275	0.102462	0.196376	0.0738137	0.0718548
background961	0.114317	0.107736	0.10115	0.0753193	0.0853964	0.074066
background962	0.1570105	0.1049075	0.10259	0.101059	0.07515465	0.0739975
background963	0.2215	0.1170315	0.102041	0.0455917	0.0646508	0.0676178
background964	0.1288395	0.1019315	0.10259	0.210997	0.0706765	0.0753193
background965	0.1825125	0.1233715	0.101167	0.039062	0.07612485	0.0643208
background966	0.1830275	0.1469045	0.0995611	0.256952	0.0795715	0.070376
background967	0.124001	0.1395915	0.100849	0.0313694	0.06838665	0.081163
background968	0.1647075	0.1127785	0.0995677	0.00010203	0.0553007	0.0638029
background969	0.1587445	0.1197125	0.101888	0.0511239	0.08615465	0.0694454
background970	0.168718	0.121369	0.0974809	0.0942305	0.0723173	0.0681744
background971	0.140066	0.09636695	0.113652	0.0856448	0.0883804	0.0697107
background972	0.0618576	0.118418	0.105357	0.291706	0.0943187	0.0741363
background973	0.1591795	0.1135515	0.104408	0.0179525	0.06289025	0.0719507
background974	0.118427	0.118325	0.107932	0.265001	0.04793125	0.0670395
background975	0.1125865	0.136053	0.106271	0.103458	0.06354925	0.0681829
background976	0.1402795	0.122158	0.103051	0.101294	0.06895545	0.0704467
background977	0.126812	0.1162345	0.109549	0.0324285	0.08293315	0.0730328
background978	0.120303	0.1383085	0.104553	0.038413	0.08505155	0.0688924
background979	0.171524	0.1141915	0.102748	0.128263	0.083124	0.0691021
background980	0.1679085	0.132754	0.112833	0.00534049	0.06157715	0.0702878
background981	0.118115	0.126881	0.110532	0.0506804	0.05038195	0.0735459
background982	0.129011	0.1147285	0.10259	0.0465084	0.06072685	0.0658199
background983	0.194994	0.143847	0.111158	0.109302	0.09554065	0.068238
background984	0.1752165	0.1026965	0.103401	-4.94728e-05	0.07962545	0.0669029
background985	0.1482095	0.137526	0.105372	0.0269572	0.0425491	0.0702878
background986	0.141537	0.1157845	0.101956	0.0171964	0.07634465	0.0761706
background987	0.129077	0.120912	0.104211	0.0976293	0.06980045	0.0717634
background988	0.1219815	0.1066005	0.105151	0.0421878	0.0869511	0.0718548
background989	0.0760174	0.135193	0.101591	0.0488174	0.06081875	0.0770397
background990	0.0978761	0.0986414	0.103051	0.00751461	0.06668155	0.0693329
background991	0.1468095	0.121383	0.10683	0.315385	0.08318975	0.0716516
background992	0.2038515	0.129248	0.11134	0.0204349	0.0827644	0.0693089
background993	0.1158925	0.1015545	0.10259	0.348867	0.0634604	0.0714798
background994	0.1252075	0.1140375	0.10259	0.14533	0.05222065	0.0704289
background995	0.1370265	0.1288715	0.10149	-0.00717336	0.07135375	0.0699544
background996	0.122244	0.115274	0.102777	0.262778	0.0708104	0.0722651
background997	0.129396	0.116741	0.100712	0.0181333	0.061471	0.0657934
background998	0.158398	0.1221095	0.100355	0.0925504	0.0622087	0.0784707
background999	0.150051	0.100849	0.110532	-0.0063877	0.0641371	0.0681744
background1000	0.1352095	0.126972	0.105857	0.183958	0.07858905	0.0641496
